class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,0.01976875,0.01905274742691934,0.0169908189257546,0.013829800612079607,0.009946291743934592,0.005812692430239797,0.002135426567419594,0.002394743344789716,0.00476875,0.006319380424994564,0.00687567846483478,0.006545952703376181,0.005564812658081001,0.0042275598262085205,0.002823624002161969,0.0015945144105164613
0,0.0635,0.031500565401929616,0.018749304400218915,0.024228774242781446,0.01903433167551746,0.008983980315472255,0.007338982924432425,0.00518587426431446,0.005327764833867949,0.01099689945300265,0.013143699890783015,0.010025524825636973,0.025753573760089927,0.016328646607878007,0.0012228827923605448,0.0039815089103421965
0,0.07326875,0.04708768250383258,0.020545854237590817,0.008916277506792948,0.0050756633248180165,0.008566648794874418,0.007001316784231969,0.007724359853449796,0.005616371854898852,0.008071398800827238,0.0076043676833706855,0.0048631093056750955,0.008426042290903678,0.0049493841558483145,0.009907039685022509,0.010523446126469445
0,0.0357,0.02783909739738733,0.010630262283094764,0.004555247956628357,0.006339588857513359,0.006105040743560085,0.013844978624756577,0.016545558907284104,0.013084762727118898,0.006217786816053849,0.00575233574989848,0.012970724303116124,0.014761904750664544,0.012127480405867981,0.011011075632883748,0.00813843426498157
0,0.07592499999999999,0.04691253381585465,0.01917492102187767,0.011092314541428845,0.003154380188516856,0.010512759893792287,0.00510587407422381,0.008167735702052538,0.003978457615709885,0.009382943095179693,0.009289255237351633,0.006373406025773258,0.009288326578361268,0.0052358755873294,0.012273536201040765,0.012492137861249145
0,0.08148749999999999,0.050258232479453976,0.013801404302880833,0.012542162462790883,0.006872706897897247,0.00705745629930566,0.009714599360305616,0.011482934790659396,0.00952435201207935,0.014852297178207668,0.01162366094217033,0.011183615783734753,0.014649657415639299,0.0028828584503465837,0.008231619211226681,0.007025632118339345
0,0.01108125,0.010856460302129604,0.010201198059471117,0.009171945526409674,0.007860653915296915,0.00639406556848692,0.00493987531329963,0.0037280615882389653,0.0030526691701689523,0.003048821675174043,0.003430202306215574,0.0038344348124546234,0.004086874343422766,0.004156115275771322,0.004092889679545364,0.003991034533247002
0,0.015525,0.01500492396053772,0.013543684003314991,0.011415170086136414,0.009004709057030727,0.0067225539081261654,0.004924374821312516,0.003871341053943676,0.0036800242016867225,0.004180318546495826,0.004972474420472419,0.005640275075361898,0.005839338237183115,0.0053467821472149395,0.004105396372498089,0.0022386470989736664
0,0.00991875,0.00933365192923002,0.007683391555395873,0.005306956621143632,0.003047292875510556,0.003183298416258129,0.005259654061108489,0.007096109843063522,0.008064265795005765,0.008015155140816075,0.007069916187544328,0.005642831588323019,0.004567106223404772,0.004784432186746884,0.005948963121001427,0.007028557836313224
0,0.01225,0.011792703982633202,0.010493007326866689,0.008570594592726223,0.006420791332609388,0.004727023793261763,0.004397620229409009,0.005311828643314765,0.006416050430366021,0.007107241134222936,0.0072034231018535825,0.006729986011729965,0.00582581817542293,0.004687775231075072,0.0035326589379526406,0.0025996997426557863
0,0.0042375,0.004116453786629351,0.003775167383275702,0.0032764615152421103,0.0027155505611330586,0.0022024328994727795,0.0018251737856903366,0.0015962887781539722,0.001450673335041352,0.001342912691358372,0.0013403543620465544,0.0015691180845966413,0.0020231482644457698,0.0025678129779924046,0.0030631869946875384,0.0034039939882109125
0,0.00991875,0.009373337684719717,0.007846720780299687,0.005694154565344199,0.0037216231172878212,0.0035491695275892492,0.00504739379488708,0.006470417792578487,0.007096447724918432,0.006754210399403143,0.005605443888320912,0.004260076091534131,0.004036579554259879,0.0054645464783592435,0.00732148423751866,0.008704599160724405
0,0.02336875,0.021043343981347586,0.014972200858729584,0.007473785356547538,0.0016184917838207827,0.0029319539283131036,0.004082554187333789,0.005661104772608293,0.008119000188600812,0.00937677307816867,0.008453933874347622,0.00661831412151551,0.0069022143164860226,0.008621104977779398,0.008819345840338631,0.006934138499794037
0,0.021637499999999997,0.020280727865513146,0.016583097796149315,0.011552376189467677,0.006545562058935783,0.0029546117978230253,0.0017360098692190162,0.00175494868457672,0.0031003654018518525,0.005574871371343027,0.00784820034804481,0.009004342540042941,0.00868145428961187,0.007079906719484146,0.004798738221060957,0.0025323213300532297
0,0.011237500000000001,0.009414707781544091,0.005300520090939321,0.0038509382980872484,0.0056602409482222615,0.005451419941551661,0.00403421133312096,0.004618955106283683,0.00522333256886827,0.0034347138540380025,0.0020737452650973296,0.005585207761547201,0.007577265579222358,0.006817334285920833,0.005035016758736104,0.0054261956465545364
0,0.014281250000000002,0.013183354456294712,0.010092121360183975,0.005585011505190116,0.0010198700507437204,0.004716186790505021,0.008546858781828948,0.010785561514610516,0.01116278870007401,0.00977360470638703,0.007008830557933033,0.00345907012809866,0.0008278017302446284,0.003899130601489288,0.006545384203771073,0.008214332576839184
0,0.02028125,0.017914977345266744,0.011547340033790637,0.003710651424810979,0.00670315858419409,0.012528736452885342,0.014701875410227086,0.012852092375255423,0.008064265795005765,0.0031858936187541126,0.005165148763269668,0.007977752550016846,0.008182074117859425,0.006094179380242402,0.0032665259939988313,0.0024240407332140404
