response,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31
6212.34,0.053218749999999995,0.03055750350568674,0.013094269501344739,0.01579339735399605,0.0033068240642834643,0.008692327785367198,0.005147885917706398,0.010021690170807522,0.008264713905755564,0.011318693915043995,0.0118355710437634,0.011007521577447102,0.01183005671731044,0.00815227315336514,0.009142255239764255,0.007501406500800273,0.013651307744132063,0.012048455249536068,0.007342193235599333,0.013256030172486742,0.011127843028945393,0.007134615062712782,0.003554935651464159,0.0011799068862945242,0.010536725771961167,0.013268343843243297,0.0057083148820123615,0.00356113523492274,0.0016672631979520367,0.006709855157709925,0.014076356993779683,0.012595184083780206
6254.58,0.055893750000000006,0.021470900923713218,0.017975022028032552,0.006917321081269879,0.01697350160598754,0.009197544471200825,0.0015273650777523364,0.016163352088648542,0.009041165362400216,0.010547515305618505,0.000944362303192269,0.007444583970307297,0.00775542009854075,0.006178744914060771,0.007125586273091023,0.0026179769830017496,0.005372164949999209,0.006436271160906802,0.01435075771096165,0.010771906525688057,0.004945280492475382,0.005412332543024665,0.004162989814318537,0.00898464599327264,0.010720064823835468,0.0172476926422973,0.009718922255261473,0.007115629852768465,0.014441945096746183,0.007917197373837549,0.005970011682517168,0.008953293413875166
4424.316,0.07030625,0.04197442817241376,0.006374127466557748,0.011235471188336062,0.0012263935884393878,0.008569667150318356,0.010004236131965027,0.0038456434939139095,0.0031655067359532313,0.0022250095193173556,0.0012337841186325096,0.0048657319758103985,0.008149998817524262,0.010380690704379133,0.007466576971789098,0.005482489877793293,0.005784748941181458,0.0012450539289573367,0.008658759744470699,0.0028839399890670985,0.012608173166574678,0.009360635959734952,0.017549514523069226,0.014055468901474402,0.014495948946330996,0.00890138455265382,0.0027420088238491284,0.005851704936736283,0.0026488843061285585,0.008303030311979062,0.006423621609416938,0.0022673899761210536
6354.9,0.045459374999999996,0.02822599858316015,0.009303462872781894,0.02313523105110463,0.01409968441672644,0.011638863930239702,0.010229643913732763,0.0038588197429834524,0.009712841466103475,0.005267219744851925,0.0013735432958253521,0.0014773291250841508,0.004400138359928784,0.005626286542299757,0.0053069897331647865,0.012081739161579721,0.012037792458155483,0.005442664506394099,0.006776179513230691,0.003327627321891393,0.005709113957033444,0.009428099998581699,0.008487534112326124,0.008619297365064494,0.005977861804030842,0.003976293872470479,0.0009139359682965775,0.005248348277815857,0.008820687042419699,0.008126133148330685,0.0019007239612849494,0.012164011662192588
5683.008000000002,0.042106250000000005,0.02298933107500588,0.009513140736686137,0.011543322226832695,0.00603859300893086,0.005283112058956885,0.004473009248526567,0.0025576265701309363,0.0038576075033398046,0.006491852518093983,0.008695784779211556,0.008199212958585536,0.008102749584253477,0.01281392315284331,0.005447483389804558,0.004975114327732513,0.011634440051523753,0.010271711711063461,0.007114058749960252,0.01421513045001061,0.006571501168565824,0.002974028781806544,0.0007120213916379319,0.00581063825817527,0.005570201576260633,0.0010137649314704252,0.00035346774368519475,0.004103849844225866,0.009716981612821416,0.01074768983175405,0.005671331750318669,0.002400249808961188
5547.396,0.056209375000000006,0.03310418076497229,0.0035305094467794227,0.010171619445678473,0.01011814369104282,0.003825317804295475,0.010135052751475734,0.009058260878104242,0.002105072872505457,0.005339203971773936,0.0054206014317459625,0.004424665853623549,0.008893501914155878,0.006254675038964757,0.007134826695638817,0.0018937626565909418,0.007177964462723748,0.00473534265487365,0.002748489624082659,0.0035101851756707703,0.006991735710886639,0.005852915525400668,0.002671640050326149,0.004643246582932012,0.002039535083711883,0.004301083518837533,0.004674273924572366,0.005042039834027733,0.007342609610140574,0.0032173692579070654,0.0037346415548516593,0.005371203604602053
4903.734,0.034075,0.02262027297641344,0.005865400858685074,0.005582544590899299,0.0013476075500174936,0.003918892941170863,0.004405113196175008,0.0025748490898378695,0.006023610574781592,0.006823201495300999,0.00596494123967492,0.01270902196847614,0.006380214432950684,0.004325250544354262,0.007001887371167589,0.00552605624348816,0.006984342141980874,0.007152023458640091,0.004629087293294385,0.012626837435891635,0.012973427180777047,0.002964393041863356,0.006096479639354265,0.005056603181033065,0.0025539304915912224,0.0021770322576583332,0.006202227291529323,0.007474213224118284,0.005190252750664361,0.004501055828871708,0.008726768844007424,0.008080868292300106
6215.52,0.027062500000000003,0.019223239448201004,0.008282593870660684,0.007137272762410584,0.004491258673368333,0.005082387659324158,0.0032631050674116406,0.002165712350041079,0.006661744950651609,0.004629603176703445,0.0008331147268399528,0.00040684919012144765,0.00647413155566391,0.008851730894388933,0.0052691592455425245,0.004941239783564399,0.006584624906268389,0.00876101574578614,0.006044637477165846,0.0013476037932888792,0.00288073741431311,0.0026220222317434954,0.005119678372875272,0.008839936610667653,0.007040747884633265,0.009439015463920399,0.010897468908216693,0.006382821706114643,0.0034385256584221007,0.004563425068181123,0.006708194135694681,0.0044343050873441635
4299.81,0.059553125,0.028521800100766503,0.016997471768018125,0.012002389999965616,0.004915626186969088,0.0064281179785849905,0.008369858189325183,0.0019497208799727364,0.00655326823103305,0.006135618241939449,0.003071593645712323,0.004202711903404858,0.014251804770651558,0.009352228050017643,0.008418266978588048,0.008167819946553119,0.010172596940586264,0.008420277802513549,0.013433927841948365,0.0006359785481030486,0.007140471939962626,0.002788686290138736,0.00505837475369957,0.0055032239079136226,0.0055056866645662806,0.008240224831981653,0.009415815078709654,0.006903531457628097,0.007975360775935067,0.0033848816268711485,0.010020786985354498,0.01514251149826066
4889.076,0.0537,0.030251098002252563,0.004945505215677811,0.011475847426852575,0.005715991237572469,0.0030092863462255607,0.008655601587592763,0.013319461751875043,0.010685732552503635,0.0025155794197279286,0.007650607425811743,0.008790195835279941,0.002650550291572924,0.004408631342493097,0.014842906223113319,0.016835556936060796,0.002078484461392482,0.005634075049111974,0.0021182930347378947,0.006555452267461411,0.0071275949218612454,0.002853395179232639,0.006360438620716821,0.004996256363888567,0.0024180640766663258,0.005166305427526845,0.007231576181612651,0.004778125646826705,0.010709423966941231,0.012438961466757712,0.004524160561601549,0.003504269950815098
