class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,0.246875,0.2370219066729078,0.20876073653181754,0.16579663501737898,0.11370427954237905,0.0591377077356578,0.009485554637676516,0.03208062905120238,0.05812500000000001,0.06812505386847925,0.06255960935565497,0.044303264999966216,0.018377787237546274,0.01320371062737265,0.03805373717753045,0.05561601486022415
0,1.1256249999999999,0.6168243423087535,0.13597046216140546,0.16647067118891662,0.1569335813180271,0.09028820486548761,0.13714175869988468,0.12070686495193123,0.1354174679463473,0.05330909628212434,0.009956203240764117,0.1207960856244042,0.08981304083872323,0.073466709487292,0.0630256531687297,0.06439412033286941
0,1.3781249999999998,0.6597330104209327,0.2709061412012616,0.12540782042451878,0.15697051743649737,0.07638281827865873,0.13117728332026957,0.1547909347226472,0.07381617793546343,0.06979526954383962,0.0644246743998384,0.11326113766613191,0.024046317924336296,0.04546562234716697,0.015009391347774789,0.11016329863100843
0,0.855625,0.6768017223273877,0.26913467167255956,0.10679143274339756,0.22454570168841326,0.12553611753995209,0.049560234622560505,0.08296355839128736,0.043861465148806886,0.0845895277161122,0.07800659922476033,0.056165301280773995,0.08478102148038863,0.0598217389366745,0.03398484405213534,0.06418570715308884
0,1.3487500000000001,0.641270540636501,0.25118501268769833,0.09495768054299115,0.17122329962326704,0.09205716824148584,0.16059635774082073,0.16590705966510083,0.10353516914556138,0.04132831012189576,0.042938314601773504,0.08572862272633561,0.037371702745806305,0.03572885836865207,0.03626224511282071,0.0857480650154334
0,1.3375000000000001,0.630200167630541,0.25943498972252665,0.10344966676043789,0.16697231041609442,0.0924845547115633,0.163839236666243,0.17686525489412497,0.11449959061062183,0.0303213933766173,0.052678861637047256,0.09100793980106019,0.02989456563175639,0.04492478067328531,0.034552542206329154,0.07687578289003978
0,0.19875,0.1934914402258021,0.17813723485230817,0.15391604166899484,0.12275979788552448,0.0871424566283373,0.04988758088487192,0.014204612016759542,0.019080421903092188,0.04476122004208747,0.06263635766113738,0.0715130540072463,0.07116464728434461,0.06221476895627976,0.04608461274194505,0.0249894925347032
0,0.321875,0.3044311390176082,0.2553875636900873,0.1840956831824664,0.10523725034281914,0.04712100191037281,0.06544767881257259,0.09801900980064943,0.10850727222172715,0.09570010242645953,0.06587771451813909,0.028775075665443586,0.014174004031423586,0.040435600461783905,0.05841004092067136,0.06705533951888998
0,0.341875,0.33059226590503954,0.29824926044102784,0.2491783598718493,0.1900595982111912,0.12943969579922343,0.07826841036237353,0.05266427313919239,0.056461408280346674,0.06306979538869759,0.05884448262656803,0.0443734486585414,0.030181830259289617,0.037535852707305396,0.05804910809081032,0.07454442237205205
0,0.3075,0.29700960907317225,0.2669260392322235,0.2212169354148977,0.16588423673104669,0.10821135530294876,0.056312835013466955,0.023290514164360513,0.0292216743189024,0.037442631026533314,0.03246731325349347,0.019323594803835255,0.026153059173986953,0.052886230289298175,0.07899906811249771,0.09723764111061345
