class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63
1,0.4371875,0.3876699413555023,0.2584606276377919,0.0989477383027021,0.03841905621889381,0.10562020087244693,0.10120505221129014,0.04788204475772659,0.021263086788169322,0.0589302722175958,0.05968174788839858,0.030277695132515613,0.007373726290447746,0.029776057188844116,0.028985570848582793,0.012319292526698576,0.013182326584728923,0.019722517685770453,0.01085118269502522,0.008941930249252751,0.023422800666605122,0.024688835995309175,0.01125276942617818,0.009038042444365436,0.024638297599018262,0.02781412767340075,0.01922961602305679,0.009125718248299771,0.010352765376679,0.0104308149250797,0.01539082359414682,0.028704143312705595,0.03818258970067378,0.03787273692669001,0.028339444791885694,0.014518500673239744,0.007253483298428614,0.01631069237621441,0.024411216607881373,0.027672114030018218,0.026288201946824588,0.025385492047337133,0.03205798938607736,0.045005515186439554,0.05848086688009203,0.0663877863125457,0.06256795836453942,0.04405783199654929,0.01601560811563362,0.02249698419629726,0.0428170329365717,0.04449750267128866,0.026110400905977084,0.0041203028277463334,0.03232398162045541,0.04655650417341801,0.041502073683901124,0.020758381336276503,0.005908792540864811,0.027416111779351594,0.03707631948228515,0.03427988043968348,0.023641664477368426,0.011453106292713887
1,0.23046875,0.22270808232357772,0.20033813797094477,0.16597045648269432,0.12356057551856633,0.07787451351181916,0.0338615457245313,0.004379843665360868,0.032470576325601706,0.04924191188240188,0.054078911034253566,0.04817616211321752,0.034091050294086996,0.01565428356198212,0.009062776304471136,0.02545117765802924,0.03851924721782222,0.04513248719480322,0.04466814913168152,0.03779968887457735,0.02621972000580191,0.012383675262750218,0.00411161033292625,0.01427998390326351,0.021723783136757182,0.02429248549647741,0.021910634589621423,0.015401989674618064,0.0062563993610104075,0.004008200790104491,0.013107174896592612,0.019959007538956193,0.02368875738747181,0.024265271488800904,0.022530185330219887,0.020133807570505452,0.018945522061742194,0.019516927924523295,0.020536826697084863,0.020512786249261145,0.01909255009836454,0.01754202203156174,0.018434762579884245,0.02281036452815778,0.028770278199568938,0.03405053333770816,0.03720487357522845,0.03762144330841419,0.035480903975199034,0.031734376547295155,0.027993205493546416,0.02598178137977845,0.026257504550367926,0.027642409506342964,0.028499930792318703,0.027879429307858958,0.02572644881832428,0.022783885625245835,0.020412423329899152,0.01997263916727951,0.02164337994940849,0.02433856683216096,0.026892219750689263,0.028617892995667766
1,0.51390625,0.4213353257537207,0.2015880600303721,0.014090885769635065,0.11515315100229356,0.08368385372874107,0.010951182464984704,0.06935161120929197,0.054890063782426675,0.0049901336323787335,0.04598783650688471,0.03630818881448154,0.006715587347638182,0.03684994566060881,0.02760294141528129,0.01170038909367048,0.032193776610665956,0.01969859753154082,0.014281459697342024,0.03567180453025235,0.025336482965123544,0.021222656058312066,0.04128408817303006,0.03470394937816691,0.022383140784501813,0.036353148169635675,0.0323976689404209,0.020751777698703143,0.036874192735986674,0.047295658609892155,0.05746797804821691,0.0721780253903918,0.07600000642475302,0.07145615974549092,0.06540627676795784,0.04649193786778753,0.020309498263566213,0.0354095270294464,0.04324083579950667,0.02561861891554325,0.013058861926817582,0.025611769766259358,0.02416089825933932,0.019066034282979823,0.016485456216605538,0.01176622183394891,0.02042428008769721,0.02441313014682445,0.013036764626146285,0.0061219889446788,0.016391657147692282,0.01077573454781322,0.005480341057315289,0.01817097861735786,0.0175757426391742,0.007512001683189053,0.01611164176949749,0.023902679462106464,0.019704803860056946,0.0077272198685262175,0.0044214737197702724,0.006017218005127462,0.0016107379509946677,0.01218780882988667
1,0.72109375,0.47851886083671846,0.03152168929822061,0.16428091506690204,0.040993170904313765,0.09031493106000806,0.037643355057065696,0.05011319099895411,0.011464599127132515,0.07812457593439534,0.06018869135695284,0.03289142140603739,0.036090513082679014,0.03263083222523284,0.05004406207771928,0.02634383342378844,0.05724385077039556,0.03224200301261068,0.03663182412082064,0.0033227817538016295,0.043199544589416404,0.022534187142973484,0.020971195356310642,0.019464260581055222,0.015817285139467424,0.008076483319898731,0.0296037362971528,0.026944986568549576,0.030384570589168144,0.033029999205917336,0.02107353677426156,0.036725294613381546,0.01787338825775631,0.0322685612666539,0.018006124640259698,0.019993422099939966,0.016408468536384658,0.028268492632783488,0.03132455329455586,0.013104534220552778,0.014522434266400841,0.02651247696380903,0.00240171399859333,0.030449364776020234,0.01525360943819028,0.030972466227913966,0.043300711106880704,0.024710010941785862,0.02672097845517044,0.007864911647991198,0.02136484418031841,0.0030173690482200085,0.019858807886766843,0.010421405480268377,0.05008628759431751,0.046750760712763045,0.02627518823717543,0.008615774438442438,0.02644343730516335,0.020742838987642398,0.030731340163287595,0.04344474446623634,0.03208618440724121,0.14154323360901544
1,0.6035937499999999,0.5250461114612021,0.32467911269298183,0.08975384441315383,0.08688178338152222,0.14947308160035977,0.10538175944696852,0.009474642436806981,0.07182552836587704,0.096588883802246,0.06560228990932834,0.017198382633012804,0.03749730155017135,0.047182241926204384,0.035325499758088734,0.025486765474246265,0.01939495054623881,0.005122374259973912,0.012297339340551139,0.01643659341065046,0.010141065916544071,0.021648723660507865,0.0293118654033408,0.016718219545784625,0.012757166722934763,0.04174428174105904,0.05373594533403829,0.043020899746542635,0.02180775920358661,0.021126843365926722,0.02682922778107627,0.02397379490385323,0.028420753997958938,0.03539174326544906,0.03049615910390188,0.015110749251199974,0.009323254732313387,0.016582048812478777,0.017155225242925346,0.017544086573053317,0.017654992362868445,0.009520816523867824,0.007469539451835291,0.025318322214321683,0.03610268771119078,0.035437527803387,0.02470005574856692,0.009354743517154603,0.008463960519990129,0.017592823517399186,0.01915840682507389,0.014161375571470663,0.00844033176460625,0.008642469077398029,0.018170505029215488,0.03515619498013465,0.050884260931872614,0.05577088362824118,0.04538062445678317,0.023184335575675858,0.003515410633833446,0.021517968628897315,0.030883938166802603,0.032882353463896334
1,0.494375,0.4437914100997227,0.31049431166271685,0.1424416732527782,0.02574721831306364,0.09596764371240128,0.10352603239566908,0.055122943881263195,0.03141315351833194,0.07733191103701255,0.0872251583811909,0.05671747906266389,0.005899051293990873,0.038529412843563704,0.05620647989759846,0.043662536708109434,0.012900871632336159,0.01746817876688023,0.031399883157765124,0.025550120125349907,0.008915005571407748,0.00927640917992818,0.009884129630535797,0.005293873140100771,0.029042105959679192,0.04896952769119666,0.055124271763610684,0.045864175755541775,0.02925481730556032,0.01987015105184296,0.02020938185821874,0.020133338987889635,0.022327900847370314,0.02422069919877162,0.01720789669882268,0.000877942668357254,0.020519692913663866,0.03324855994591491,0.030327664072531367,0.011594675923850786,0.014756455536856587,0.035983509849506955,0.04182022039787981,0.029905937927021793,0.010363105867020392,0.021035037626926628,0.03094155701285039,0.02414061586755933,0.006823180517616717,0.021939488179780423,0.03678664644282997,0.036815745423217305,0.023249830925848557,0.006899333840141071,0.014528314674058776,0.018536804000782236,0.012369052103910415,0.011101487678333435,0.022003865531162507,0.028279906211946104,0.026822346271116557,0.02080468542809079,0.01572988199183859,0.014324481105776773
1,0.5931249999999999,0.5147118613976993,0.3147704077460542,0.08095551043605916,0.09612895078864811,0.1575415408712208,0.11243197091088014,0.017147270069860186,0.06790157609654919,0.09347222250985801,0.06282284787231869,0.0083466439267394,0.034677161086417545,0.0464710271550813,0.03889464688198531,0.03502825044074258,0.030915755005167887,0.016199515633137783,0.0017419296345241703,0.008507309112149654,0.01655611670674387,0.033489035170896665,0.040966800240622665,0.027961494230366205,0.009777332440251838,0.03544058266525689,0.04842881458987147,0.038556781734853406,0.015194689524675039,0.011224105382000108,0.01674438403291198,0.015328754633780925,0.029299270735378365,0.041867423423930676,0.039991928650939354,0.025668403575291855,0.009434032380994465,0.005792225306730104,0.013713247736861939,0.0236330729373411,0.028082540055215786,0.021092304983447163,0.007122307508277713,0.019174842626497473,0.03297088783608714,0.036773114369078014,0.03127705008938793,0.020996325359146487,0.011996796393639327,0.00896408833835522,0.006982136701063592,0.0047435110436053335,0.008946181965404674,0.011472564662913907,0.016876984976700052,0.033015343755790634,0.0499088455637329,0.05654373245248573,0.04807471746754392,0.027918182306799325,0.007283063962241923,0.015151158774576639,0.02253846316711205,0.023075603066419134
1,0.60453125,0.5259827111845722,0.32561340640970166,0.09068873060791105,0.08598087910174297,0.14857503626568416,0.10449689618215462,0.008571202906435246,0.0726461003932446,0.09736121873529115,0.06626385781221698,0.017039202129005206,0.03665303091598149,0.04655906654709665,0.0351222752297064,0.025998658709416155,0.02023592113896766,0.005891515180426395,0.011384628723560384,0.015499279370840693,0.00962044164189213,0.022100157934753218,0.029888533984150555,0.01727228647501582,0.012032572015650323,0.041114147206904726,0.05316338937120407,0.04256893595512847,0.02185477448810437,0.022003362721162982,0.027749706245188716,0.024711210081994974,0.028528785490491863,0.03509042840761853,0.029958236374010152,0.014283950862168476,0.009141879037471917,0.01713338021632662,0.018044096034763497,0.01839904415357734,0.018219527465569617,0.00993944822316164,0.007662242359165224,0.025482842298218025,0.036392800841078266,0.0358848156568427,0.02533495300425521,0.010246809247654549,0.0081507809461721,0.01687368665176794,0.01831488326034583,0.013247252123629963,0.007508320696705851,0.0077315040577603375,0.017233229092082407,0.03422144073321207,0.04995319655461673,0.05484359157148735,0.044459608279043605,0.022282835412569747,0.004259353316394302,0.022453016381615697,0.031815084895634414,0.033816396446775476
1,0.59546875,0.5228832099414616,0.3359407126153475,0.11160961011556214,0.06498801625778401,0.14022106083973726,0.11321946490773144,0.029033692355666236,0.05594729105809732,0.09263984763602602,0.0757860903599028,0.03288895019354298,0.03364445983262948,0.04961904893924811,0.04352675122418941,0.03112500650826704,0.02482693069665421,0.01817679941241597,0.018924807374820832,0.02312050175061199,0.013901215940756235,0.009843219222736017,0.03058892069835927,0.03630277236957227,0.022039031132190603,0.012333188303250486,0.03245235029934992,0.03755622852719943,0.02496752887361583,0.020243827374656305,0.035092307122223595,0.03915498418090809,0.029697777826169083,0.020227384538320767,0.020478187332984135,0.018421120199940633,0.015775863847506857,0.020445559726584087,0.02090029131439144,0.011124202824189043,0.004684685542111371,0.017215613791846822,0.020764604260470273,0.0165945162698911,0.015277052978865505,0.020520369407167036,0.022846363519381727,0.019485184196089498,0.013710186552652314,0.013167264302163102,0.017352129951370077,0.018476619716962184,0.01678702846311256,0.019706876029944694,0.024451475833152873,0.0212390963063053,0.008884518565257814,0.019229384902102305,0.039072538034743094,0.04945737062842902,0.046929657710095406,0.034828305941541474,0.01999648617085119,0.008125283709069217
1,0.5706249999999999,0.48923671235621524,0.28584587889134283,0.05955694909541992,0.0934777506542107,0.12165550433335345,0.052705671632011064,0.04505724430344292,0.09497172707307991,0.07389344193126525,0.008024665808715812,0.058333278511660584,0.07785076833240291,0.05135032358575123,0.028023589691555023,0.04850743088721518,0.047363243698684006,0.02666599008576554,0.02281550380806642,0.028343053456494786,0.02509115645874419,0.020530950595154324,0.008753179247133175,0.024799970433869795,0.054553665601973944,0.06686367109278196,0.053055500950751795,0.02608882325844961,0.02516274859449156,0.0326447948627662,0.024716910922610393,0.016946041151993104,0.019701136150613245,0.02299748196791939,0.03477174997870331,0.04539170436589713,0.04164641552888711,0.024593148064365918,0.008894555804513381,0.009468316835231281,0.005175541853453468,0.010612038195797674,0.01978602018371147,0.022849560793114225,0.02379545580872438,0.023311567678407287,0.016860044753156844,0.006615442457468463,0.002535779483525869,0.008049139955702249,0.023505300889582473,0.03679367480910841,0.03505649778240185,0.01503546372884567,0.015423616586213102,0.036849432761994434,0.03883486133833336,0.02215287226927359,0.0008207749009554428,0.012324497880938121,0.008537843586043687,0.011218926099730495,0.02449156318400827,0.028714721217240027
