response,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
6098.04,71.9375,24.397413901036472,20.51015483317282,11.677147879573422,18.207231916714704,7.308529375883262,7.259090784314336,11.497661352179335,11.460700513057656,10.931049304051868,6.889229710672782,2.5318756092407857,16.770644544291237,12.40016347841718,10.556670341444965,9.379821792165718
15368.34,107.96875,41.239439418385196,21.78644867122081,10.307962692646369,8.881648236947733,25.63132722461169,13.085652245050593,17.47623790406248,8.955456175566937,10.063256078643164,12.520517529927355,6.390261232589405,13.272133502949824,33.44497352927777,11.54396624434796,17.050702672050296
11455.44,88.3125,27.49248256941288,43.96550542483331,16.652741821031096,17.264833007700563,16.05741850657457,2.7260377635291633,11.961714876662954,16.737985429853858,4.183563769596558,8.331324926317691,2.7154033395946024,12.598818544459355,14.45673621432278,2.453609753584217,2.590306361277262
10565.22,94.84375,40.76916691536985,18.921249497759106,2.679781622304253,9.725044816255407,17.200554207925194,19.89920344599438,8.702180040416442,11.504627126182752,8.516961934655495,16.34212369582143,8.751955034059973,8.63109314900632,3.24306804750083,16.367175046994152,7.160604834270526
11390.4,79.09375,24.637742752758314,25.378554741129975,7.724186473929061,11.450500492848095,21.776632062349133,12.917727993548615,16.350475973652195,13.34023665691505,7.780910679933414,12.077428502849415,18.251137336931084,5.459841260355974,15.612388377199766,12.06483587723929,21.308703934773295
9458.58,89.0625,27.9301586756493,20.03963547312959,20.067546896883382,10.76398845665056,22.829057695367663,11.645641626547652,15.064647360494233,26.57543802555284,6.897760084151587,8.534953176080444,9.310542500343496,7.5335078154265895,8.418748037308712,10.615130262612002,6.372280454834077
15426.8399999999,99.0625,51.57056259841676,10.431742873323667,13.327339243380246,15.302065126194236,6.368519579025637,1.1861668365945623,15.950058309914862,6.813646692484135,2.1069298695150374,15.898843564155841,11.208454158370861,14.05719087775755,11.503738715173714,9.349887549223496,7.02839581513284
11769.36,115.96875,51.46160708399658,15.275750234675616,8.517816381932358,8.973275479645558,14.400048543288717,11.452511418126361,13.558159643390546,17.449620563568136,5.982344003675652,15.142536641471489,3.563463286951009,4.5214176749545905,12.855439395180863,8.418479809157146,15.345145471202668
15416.46,107.0625,46.06002782807603,22.130304020541168,14.113531204427188,12.985236490422785,6.540914848429025,7.146541460584615,9.551743179194498,20.343629991965543,11.436483476025789,17.327812943741897,3.728935328662951,6.67557643861506,15.59578140592339,11.01284988989023,17.280551147423687
11325.72,83.78125,44.93778053774122,13.151633078078111,3.594186103998464,13.936316603023915,13.558347039100545,14.24481419259096,3.6751911369802825,13.48498151880454,18.567420727512356,9.604684325675306,9.107418062910648,15.942026852482714,9.976540104179536,9.014676159035771,3.9527441189909007
6661.38,73.96875,44.41618311675349,1.6444216472243385,7.453047749383824,19.388369975372644,14.211568409085181,10.402981750000652,6.541672127117917,5.447637819504891,0.4589713425693899,8.46754360179798,4.008441754058049,15.871533096177844,6.923629531314832,8.253050027531849,9.248203195417886
9836.04,89.65625,35.31335348671739,20.339550110157393,14.840071078228856,25.165857833098112,13.60441508217726,13.68625056726865,19.003585949537438,8.172995262601098,17.230691563704802,11.973167085247399,6.450027674267702,16.30884507404783,7.664350141265927,7.9310811321712755,11.547788874730983
4970.298,65.90625,24.623941781490206,19.898366142928808,15.23935108269428,22.257075323413005,5.347965486098101,1.3360874828129827,11.81839162426853,9.526945749425678,16.55885875627943,5.9003336408424305,8.747840355138685,8.167648907300057,17.522443970555674,8.102306107335012,12.181946063926755
11184.3,96.4375,42.26707482873189,28.497516915664708,16.89265662487638,17.40645651419004,5.198883647785369,10.944285151872917,8.86923364517925,9.815684196733308,4.3196862101339075,14.036848595130099,10.025836394689511,15.43002216847439,15.120096230902503,9.995456901677496,7.110041950759148
13294.08,115.25,42.884805518813046,26.886941024465166,4.622591570948753,11.702660828297676,14.734571148087952,8.909066465860779,5.246313843907091,12.8281916106675,6.367415698038109,6.606011344025758,10.36020653897622,10.997907961872894,22.922329478980412,11.477708881846151,20.341341056334898
11505.12,71.1875,34.33765491530064,15.341623915995312,12.969547628072512,10.35236160820541,21.14371540535376,23.067050681359714,11.787117925518698,24.179423716250973,21.32533675261207,18.178577327463525,10.587857167770055,14.210763407817142,3.0273362785989075,8.335208445694207,19.61898868818377
13184.82,78.78125,46.659298117663276,10.062398045852708,13.25320808314813,8.858120479333685,9.803431165962499,18.66151813505511,14.619340937758338,12.148053149064667,18.40589233015199,12.376981022400415,6.718586292641259,6.767664272007673,11.799355734253169,19.516358740373903,23.52226020405673
9829.5,86.625,38.967906178859124,13.881033748611015,14.723039418446096,17.062775115741566,15.729162565647545,5.970546076250445,11.592216536604601,20.588983704884512,4.4345647930924175,5.383433137343634,14.810233198171604,9.73568592085993,18.586273247521866,8.758959942655457,9.646394847325706
10228.8,82.90625,30.65921398971019,30.77458113109038,3.2649940920500415,25.237320990076242,5.813838231884773,5.550556617190578,17.320178770123427,5.069921258017722,3.1389919210914474,12.734622851636496,13.090491320450186,14.607411042647394,4.299179838130319,2.686147710360581,12.015562218407958
5913.5459999999985,52.21875,33.307042766999906,15.629652117157246,6.25502098669464,14.521664553449753,14.399915659856251,10.35686971096755,10.051043991056497,2.4821629302888235,3.5560816728969917,10.999039385545434,7.037177153223318,5.99789748345876,5.44974401026731,10.171461956469447,14.278811464002036
11346.18,86.46875,34.55716172827866,11.138663592760409,16.075378161574374,7.902394608370792,4.61735695973274,22.65725275378079,2.612008797962658,17.917808224291832,5.47274792569646,3.187986810155613,8.607065064295217,4.9827251658698,21.765901434654833,25.358942552221702,15.521977108326377
12592.62,99.71875,48.544522974959364,14.838441423393604,10.522189597797919,14.564032514049305,24.931917474290902,9.979635784356608,3.7302651113463514,18.25184601108885,4.10083901474556,17.887354025481372,4.400564785067592,15.712265433562235,1.6519173176585265,7.132162922508242,4.388998641950074
15324.3,101.78125,42.141529027749854,18.918080586093165,12.092441050110294,20.870997301509583,11.471747820403113,15.11767614083423,16.59844795221343,1.9766705751085587,9.49808454038849,2.4893805895583494,28.888973666523384,12.999891336675846,15.421248741417049,4.693105109548101,5.142243526862342
8477.34,83.8125,39.2519332190121,23.24914716921143,18.658747886432543,13.12157828701794,12.907008633698009,23.533031159768537,12.713577448312341,14.428297933228299,2.713671493037787,7.997820935294627,2.703209041157944,11.955809080010408,9.843717149980565,3.0780002639171604,9.239700918050694
