class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,21.5625,20.918435454200765,19.065646219270366,16.23063514717067,12.753531301948513,9.037524419149408,5.487980467389821,2.4488967522116325,0.1875,1.424910174814629,2.407840332716007,3.2301700327516456,4.245836411146746,5.471100221974528,6.654970665849362,7.504701383298559
0,77.5625,45.66358379124979,5.908582795641426,15.769783954001108,15.40475527122387,14.989410696657044,7.354724762696326,12.74233470574669,16.63592216410019,10.953480415362616,3.831397932865297,8.525770671896629,10.320553644727612,2.9317510432327953,10.899607235679053,10.579819925608536
0,132.8125,63.230423414457505,30.359684750764348,20.00316733101759,15.437601136420449,9.193401136943269,14.262356717792684,10.119345562828979,11.097754558918664,5.182373155946212,3.181141676895408,10.411979409064942,3.2740698912500337,5.685777905457777,11.281430996117454,6.163720089246588
0,72.25,56.99335365316829,21.91050709003879,10.021054755537971,20.63927121264272,10.823064757918416,4.516404139314701,10.322324606927689,3.4106909124105633,8.654563769550405,15.11127875148587,13.43694073749338,7.9178506433866,3.3554091273210074,3.652023713317398,7.4202671158581035
0,128.125,61.82087157923448,29.444081286976186,17.120596830546134,16.60829358884019,6.847393722010598,13.930202367474276,5.911043754869456,11.581909384898502,9.904129581625837,10.400779232841412,14.340918946954364,3.8416577238074834,6.017992927862083,6.1242820409291845,1.2319839288448313
0,129.5625,63.04391396977723,28.087853982768447,16.135520633135986,16.39643309331701,5.693870887731809,14.488069788136503,4.553254423010834,10.824054519910735,10.5354121230285,9.311651485808458,13.294981287698924,2.876485584246619,4.843576442328276,6.347406089388489,0.2994577551919273
0,9.34375,9.151598345360117,8.589996370584648,7.702366350164257,6.557483736766904,5.244884102501693,3.8707891142051136,2.561135647770392,1.5029268320513811,1.0882838874605338,1.3957822659151475,1.7811179678895424,1.974790537509628,1.947599392494096,1.7554278973659199,1.5183054202680986
0,18.125,17.33737918643248,15.11758461731745,11.871214028010032,8.21094652366207,4.939851880321365,3.200710258646523,3.4021358460980426,3.8017265814363874,3.515057813795499,2.603308928152946,1.53734593424543,1.3383925752789352,2.057312205325913,2.69101454902066,3.0283119169212624
0,23.90625,23.215534839083524,21.24726109679353,18.302395589830088,14.849985057987809,11.483663742411432,8.834890625799089,7.301630148896905,6.615337883472015,6.032921606236555,5.050012815812009,3.6741658337871157,2.585154135160764,3.040105641320824,4.419403842712952,5.550257159542909
0,18.90625,18.45708951828421,17.166802993689878,15.201438712139183,12.820805462179418,10.357274510272148,8.18631483665101,6.653033013908295,5.881728195224597,5.613924102726586,5.425438514381289,5.038733064190258,4.3736598434206515,3.4719087884433897,2.4258807777250744,1.3517807408094875
0,16.34375,15.95144878229708,14.80546042137904,12.995752294493782,10.663658165115903,7.991917127061733,5.202552527749704,2.6367158299425757,1.690102160373745,3.277053226953853,4.9921015732821425,6.321010641356975,7.21430247235011,7.723681736928668,7.952137576715958,8.021268220077044
0,23.90625,23.076373532880215,20.695000544690867,17.079428721278106,12.746923450302981,8.475542347362042,5.671220488094116,5.972615991643142,7.8400140505295015,9.313909697469825,9.819937854004264,9.332127020041717,8.04493758068488,6.242087464512696,4.2021646117400495,2.129856162928788
0,59.1875,53.313494682770795,37.803556354912274,18.1040934307308,3.0835801209751685,11.533763004804605,14.469273404894734,11.237221742093341,5.372455793210401,1.5413826607041698,3.6924532579204388,4.413568444130794,3.642110807969297,2.766657424822214,4.3452753645138635,6.768984710094628
0,35.59375,32.95493419872752,25.686005067314618,15.624099411691262,6.286029199199273,8.014498055110154,13.729254471447579,16.41469951897352,15.920977955593683,13.221118959655097,9.4959561312431,5.5859592529304365,2.274926379427286,3.599260058375404,7.021525029766059,9.628408610409421
0,30.75,26.714355259002883,16.561822926030008,5.678408495169391,5.72378285116052,7.560199044391454,4.792107484453283,3.6690091633702986,6.791538853603062,8.359257133331116,10.260935057294494,13.50401253325262,14.971458174565386,12.729055659442285,8.449404652060315,6.862307915380205
0,31.40625,29.965949049053172,25.94900434443706,20.21966679102951,14.092440420258054,9.23441172670341,7.121315524942065,6.830432820581903,6.037399714488018,3.950178083653633,0.9811443976198712,2.2586338942731743,4.634997424646205,5.6506106039108674,5.075288232960247,3.1958376580422154
0,30.78125,28.888579361062423,23.783140570873957,17.109789340051773,11.465183893228982,9.451947461199499,9.753219645119069,9.099547089791463,6.615337883472015,3.0583588174396628,1.3854486968083224,3.546098637642773,4.438462449930459,3.8813564752880865,2.526632006965947,1.3051947738469971
0,51.0625,35.5084068685772,3.938705756056288,20.271242952519778,17.388577494662485,2.7875332997218187,13.928700478521796,10.252771481823979,4.942244555867304,12.396808107101029,13.265083318528559,12.576806350811513,12.061231703773764,11.310732784320008,9.204270177441073,4.659050387315643
0,22.5,21.71926167510014,19.480397097639283,16.07836851751272,11.956880144884074,7.644995974394933,3.689270743850846,0.7832780919711674,1.75,2.5405513065689838,2.29117010298399,1.8019007012710802,2.8397653425726914,4.885450573166668,6.866873368283823,8.254173229603333
0,132.6875,62.10367474239653,30.968273414773858,15.811527597304556,17.996279700408035,5.28344365636927,15.477561693123102,5.1992517053861755,10.946068072600315,10.123012949268642,8.72791690192501,11.649740295376958,0.7507359353871446,5.375007353774963,5.015622323946546,2.92718109968984
0,129.5625,61.07024280162877,30.80767951032341,16.13683527905615,16.39643309331701,7.72269296000518,13.502952355379849,5.666938113446412,10.824054519910735,11.246769829319046,11.566260260233275,13.435516687954584,2.876485584246619,5.4183196359895724,6.233531059527128,1.7339086616181427
0,131.0,62.30802100582527,29.444081286976186,15.087665263109534,16.308998526400458,6.721112367491205,13.930202367474276,4.2315334277680146,10.213349107907748,11.806479467906641,10.400779232841412,12.31290704380797,2.43368384673678,4.074577468968969,6.1242820409291845,1.2563159606751244
0,135.6875,64.50232933692405,29.521916005799557,19.161541924546466,13.479096805319385,10.781107157165314,11.294472565558236,7.734024989908926,6.101037309343387,10.290109113135337,6.0188773171873535,10.120654579048763,3.334461997508555,4.055835009744172,10.56344430822711,3.9217170743311214
0,129.3125,61.89920903927717,28.941836610796884,13.400165717526855,16.367649984369145,7.073137721073473,15.525427818907376,5.6091925201975394,10.946068072600315,10.223829248068053,9.453635997214688,10.630918768197374,2.904474391207574,2.5688785661620566,7.810686657778612,0.9721911681474764
0,64.1875,45.615471906031964,11.04933391834754,4.005929237875362,7.316306350511026,18.470170720823038,10.875028111977047,8.66025285471677,16.640148173919606,14.688648999554873,9.930570843868178,5.749631705404571,5.18665102792467,1.4566003357035915,8.782887978306388,8.437503128845394
0,41.625,32.05729370468209,14.984722232697527,12.131545338652705,7.727943999633693,6.271773638564782,8.686739676478888,9.210861247510625,17.794234055586656,18.620590747580078,9.833067002204869,4.330100506515332,5.432969978614422,3.89729746924998,5.516034284895052,5.140495674977631
0,34.53125,31.165644425496176,22.03691021086276,10.119576827565407,6.891398756534342,15.32489973772661,19.99696865353841,19.229341125876683,13.923234010548699,6.246535823714065,1.8374138867011134,6.9703687599079815,9.139267000336346,8.337230103007446,5.760742095141279,2.94869742959448
0,34.03125,30.72112119593949,21.764330240261668,10.21048367248203,7.274196518324886,15.275015375990005,19.699908934991694,18.784662773004037,13.423866630464563,5.768939222894239,1.9146943289320493,7.0223190334744565,8.984911971621653,7.984511755245799,5.279949717811836,2.460862769671882
0,61.9375,49.02121239315748,20.308321710781513,6.358968102408045,11.075800839552773,3.2396774900190977,6.9696660706371825,4.805003148626316,10.87437138987813,19.83225601185901,17.763906467251683,7.831441033848046,6.1009152602344905,8.475947198780796,8.67974012732772,10.385677232457176
0,171.4375,43.45365822808508,39.043183816718006,19.524939959747105,14.609689749188714,13.776609622939407,9.70004708600124,13.536900333260931,9.521562699998357,11.369308302095714,16.340028917489036,8.930105315693357,3.2238025579197975,13.211560145376183,4.554718867169546,1.3431824660738438
0,164.5,48.75448115283643,38.52584612594595,18.036876202008592,9.099325446934094,16.9646975156109,15.005722528856248,7.221943520381616,3.6109642064135725,19.749834801916794,8.900151109793224,12.624915729435076,7.254250575405956,5.095772793340911,10.774670848325625,8.894681677479031
0,157.5625,53.62258633761959,36.54936160707066,15.177503895514143,12.363696174986938,16.154982178482545,15.300040041131622,5.337288492951838,4.481297942560838,18.66892522599826,14.217026611819845,5.9228600610735,8.711878637390063,13.163853354799919,3.8617962367484675,1.7107562007633916
0,157.375,64.39444816246646,29.6212090683804,8.152155992042305,15.906192507509745,14.692267460634836,3.8924261845907133,5.693437727004539,14.633544512523272,4.531342057498214,11.028606777210852,2.922838653944749,5.986383709222188,4.119240476361176,6.551932865839686,9.517103209778814
0,29.28125,28.104731171670167,24.823366760332615,20.12718376614557,14.999494330333722,10.500026051392766,7.4233143347035435,5.714726685639247,4.438490206421548,2.921195732461784,1.492171093064846,1.858626654142858,2.959613227988836,3.40608511304369,2.9638992306116196,1.776353117015983
0,29.5,28.17547465598802,24.388677391140586,18.672294658833767,11.82680146105121,4.812601464134859,1.628967519367592,6.222387590731258,8.75,8.90253756719499,6.810462659584881,2.9814365416680753,2.2294656760930396,7.263385867083944,11.692689095931417,14.691252045354029
0,26.3125,24.28824282083441,18.87696787841418,12.094322229688524,7.9013459458585125,9.215714922087283,10.953967573672465,10.132763747421757,6.81507978676699,2.2309607393805853,2.5640942786584398,5.922328825572482,7.945270668382875,9.209444622988052,10.466203282107728,11.671842956091089
0,26.0625,23.587177972815535,16.933809343737593,8.21960400604726,2.2939940465447086,6.555941590503907,8.040223743955233,5.874004976558156,3.0058536641027622,5.587814424250593,7.886516474984055,6.643582340252966,2.461280929600974,7.605153551563589,16.04137263911318,22.522064154187202
0,20.84375,19.618459582210978,16.12258763081519,10.87351461450559,4.699036368535551,2.311014064167479,7.608970112502755,11.607835947170578,13.551731035646332,13.232238143888996,10.83340125896382,6.993189727675751,3.649581870869623,5.694774373958412,9.668450771763073,12.558835958556365
0,45.375,35.572531451266045,13.840831973527239,11.494265087682331,17.348971277176744,11.316680873650006,8.628618212584836,11.534168394441723,9.503288904374106,9.33088132808683,8.506269180538304,7.546827473401679,14.873342617706898,16.901229888283904,9.21088772324685,3.4570285921077515
0,36.5,35.07283823020044,30.9776849714705,24.746800081173596,17.183119910733772,9.256169047478188,2.195466951162935,4.4028590473970075,8.26513762740827,9.898350907424751,9.314429757948679,6.90694756080008,3.366621471645504,1.2285268672278034,4.4572252533299785,6.882043114963655
