response,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31
6212.34,1.1009375000000001,0.7041767771689086,0.18561702854410392,0.1375164536817698,0.22322230179467462,0.24058679505447608,0.07477332593966984,0.19373231809327068,0.08408098988751457,0.18219544991194217,0.06157327060104569,0.17610906346532643,0.1677872036457404,0.1474017565409328,0.15718979285750542,0.14372347860383883,0.14977750425631348,0.12882377746821122,0.03820975817815771,0.20371457993957115,0.20512188162626016,0.023877477889624403,0.13643915505605717,0.11234408358765142,0.24028896266169958,0.11084787865320896,0.13644368550254107,0.13989701148036515,0.13433333103639075,0.14766157416390222,0.3100144441720768,0.3540401775244767
6254.58,1.0453125,0.5311912851492834,0.19408724149935402,0.2225002644729737,0.04477058397487401,0.13611397214223708,0.14728797875414446,0.2822831109050453,0.2583057249563943,0.2400161028824103,0.15089146916511958,0.04652376018665983,0.09743642014505467,0.20120822358340337,0.054535849082572405,0.011783516938958336,0.2578344687609669,0.385127274094234,0.13712447607371941,0.1052970889831814,0.05796205318814446,0.1758892904865506,0.17995998981359151,0.16959748711849626,0.13194691505393966,0.24556673886180458,0.006345683474180599,0.2350619279169553,0.23494586845714022,0.14608402270334395,0.2395898440643306,0.09192557118522512
4424.316,0.7759375000000001,0.36837128401317604,0.2011843582055976,0.1763869254024512,0.20775898247517738,0.09464580059842638,0.05657139042665207,0.28307590897270074,0.2121257427290151,0.06993322852185829,0.022346975112017966,0.2653886314514733,0.16055818402248556,0.1257637680114869,0.15089559329099728,0.09703380732757137,0.09813544928439467,0.11751401569151983,0.18140468656416,0.14019419202513844,0.10436526578784354,0.08820164890791567,0.2774736560404624,0.14650775826243398,0.20909620742415128,0.11978012710948831,0.07261889466948845,0.051808705676192855,0.13065613424678302,0.305478051232237,0.22976393148267998,0.12866381388824388
6354.9,1.0818750000000001,0.7663218151088577,0.20826606394059038,0.06178430562831947,0.22843257512681395,0.22836464268667572,0.06952264339928518,0.21742396340290457,0.0220855998869965,0.2408058066394733,0.1930533430876489,0.16241042237860667,0.13901472725812364,0.12802752693978567,0.21411440529605763,0.14539882327227963,0.2793494814967445,0.26887650839787175,0.2726887306865284,0.32161806510325003,0.2600727511502136,0.1631112934925645,0.15040654132020925,0.17007688780724564,0.12639579958460445,0.11374160665603558,0.22563066252314495,0.18193905945663616,0.02996357514451632,0.06299123793798492,0.16930721912221197,0.19446714171206098
5683.008000000002,0.8975000000000001,0.43128035654707236,0.25735624121019574,0.3707411024163065,0.2851272080305543,0.1564606115983704,0.2264776572553543,0.3006844384522917,0.2325852521339485,0.09764565831147189,0.2036375823736623,0.10846718714218904,0.13198482188880467,0.03639946439919884,0.12257292179376451,0.061244328842627906,0.030784025890061885,0.12711466541839783,0.17625460570407195,0.037796176660785226,0.12203359983393997,0.04192835842846682,0.09488528292658743,0.04423113910163468,0.11597160423908767,0.11072148121376772,0.059306684554930766,0.11959926435799055,0.1106852295622651,0.05812303332318734,0.10459087666417649,0.07674016515452496
5547.396,0.751875,0.36470748980024664,0.15167886932557123,0.15354398073325,0.16394127961817076,0.04158545043212774,0.12013765606919867,0.1509327588636942,0.12904501484201622,0.16894962883728593,0.1520561285071502,0.13326328782737562,0.14301525654401037,0.06947730184297095,0.06355618184819951,0.14116170075200943,0.1695812858189252,0.015060330155070844,0.08916178359999877,0.07662993460207024,0.1057009217834499,0.05941731174823918,0.05844334783958848,0.11800557861008182,0.07378257598799196,0.21755069085199594,0.18389289167897876,0.2489293985642714,0.2092180880491375,0.13337811660019372,0.16706332049591874,0.08915101678272178
4903.734,1.1665625,0.6394979803091495,0.30676019508450725,0.5753054648608814,0.13095734536570375,0.25650786280864507,0.1568528062194968,0.13420321576166838,0.13419174120553226,0.07809746575044685,0.22367828819812202,0.1466946902383286,0.27411387275955645,0.3052398357474711,0.13869056964073276,0.3358499375112129,0.24637389808226443,0.020409117867459595,0.05119898178074539,0.015766394572249206,0.08963922844094924,0.2588983766985916,0.20916746037594705,0.04703324573204781,0.11417587871230701,0.06991241280233113,0.10476800608585882,0.10541273874339159,0.28968127149513273,0.1916955062870109,0.18050478001858006,0.29264125954665005
6215.52,1.1353125,0.7031022242006647,0.02865890371298651,0.14065738461908792,0.22476324418847274,0.20863161406761568,0.10221425985062856,0.15935533469572724,0.09324283131369278,0.17780924934063463,0.0533354556363915,0.23284181882348054,0.254352322922439,0.11810950282306022,0.32355645615507767,0.4659034539109575,0.2712804202412147,0.2700199676282477,0.40771638569336577,0.31198091192746064,0.026668940818936424,0.13251087896800817,0.08622709412043586,0.2254630325775358,0.2501150379747412,0.27094344682790245,0.2621804936431473,0.19919495531214013,0.12424990183669521,0.14898933666037967,0.24240589566531473,0.24756607937296485
4299.81,1.0484375000000001,0.5657597052537209,0.18646204282917234,0.04414871642197524,0.18684697127221042,0.28904514060915987,0.23703972224498157,0.15392026939509143,0.090956733521462,0.29379051549530544,0.2697697201525005,0.23703968914227364,0.20496032672994793,0.12095644729264389,0.13102916199454911,0.3040859348899933,0.1984197826736286,0.07087714100535471,0.20226910016281247,0.21617548936138511,0.03626540282342079,0.19909022428327966,0.09906138751443841,0.11262863835267192,0.1957949480696725,0.13462422843863014,0.10812643657831911,0.15464338644478165,0.4549139657410066,0.27499015226766743,0.1756073134688781,0.17359639929380424
4889.076,1.048125,0.41780435713477637,0.37615837426201365,0.11915260420911175,0.43144402206490884,0.18662301907110884,0.2507260347529862,0.20281327657145146,0.42364396836602114,0.23274964123278413,0.11199050272571905,0.13607071090455197,0.11941830560965148,0.04538530320137623,0.3169788394863318,0.3381887283692117,0.009652153257175354,0.20729851433666222,0.07588777560214931,0.21758280424400456,0.21686701016458848,0.21190673216534864,0.165793210422432,0.17559338091784973,0.20940859567383974,0.24394178410726855,0.052062725918417936,0.19276144509786153,0.05605487500696681,0.3182780414817267,0.20526995651742821,0.10665385280742243
6374.28,1.1340625,0.7860865464075928,0.18808942883376478,0.08467968316436932,0.23616352612909547,0.17815165647984643,0.11633133756672771,0.1744678629862239,0.11500141675291778,0.2996638428679819,0.1549657833597267,0.1607137514524822,0.06208061334831414,0.1615946782079702,0.07569946049688621,0.26381912265411556,0.3608059825325101,0.23280868664331714,0.19483731707862795,0.22787386539303076,0.24795772126402146,0.20410655130156952,0.20268015908270207,0.20177779009656685,0.08541412402127484,0.15597254207038616,0.18498125478325683,0.1372235517713782,0.1353363466077129,0.11939184267842849,0.04690987578043044,0.17469635416398352
6314.82,0.9853125,0.6661905850289764,0.20060454233906871,0.3033642012271244,0.0937056820913679,0.15417792850199316,0.16548359258824535,0.18918049879168924,0.18572247897845065,0.0809084263539425,0.024234074831515302,0.07490568080757114,0.21919280116496798,0.3780890875197533,0.3028324596862326,0.04245862264211373,0.2597093101551232,0.13968067609861623,0.16881737048331388,0.24830505427236035,0.12387083871767762,0.2093055026988642,0.1771370092836303,0.12286033181242266,0.05909087166897231,0.15064190761555651,0.18993359392618056,0.0539014771455561,0.10811818534189968,0.11734009019780839,0.053786807563775324,0.04323927820897335
4912.242,1.004375,0.5507843548491692,0.11785886176398447,0.18489462700507567,0.08842267247404571,0.3141814367373659,0.21750991013671195,0.20539380823283418,0.3153067938087524,0.08680391741226878,0.2816732997241298,0.2682715305296124,0.019667862960013313,0.2618166475452732,0.1994656222416057,0.36785510882848516,0.2568689172029189,0.030681353118038643,0.05244925888915938,0.14650279603070043,0.08742123955377079,0.16936399639446584,0.17465115180876234,0.1789962378484214,0.26235037550582024,0.23149988140850028,0.2040364196511428,0.25000584863810227,0.13965563194521008,0.09409750446289973,0.19299458627666335,0.22837779359934404
6070.38,0.94,0.46839514686462613,0.31615694770353325,0.3219740989024908,0.19320663112653738,0.11851056732864536,0.3139973097673449,0.21215271288891857,0.1472571293945049,0.12244298961304421,0.19055379883550974,0.2151857892764929,0.17134438149925335,0.19277594396768927,0.3270128951799788,0.2877593446774382,0.11225668131563483,0.06281855319433355,0.11723592211217768,0.16554072363173922,0.15099883151754384,0.07927072104933816,0.08877675918557935,0.144190711503403,0.279880879290619,0.22786414472474403,0.22275553424300135,0.09983878267714014,0.1487261442978633,0.31081291060248945,0.24843975642426422,0.18303195502667652
3507.228,1.096875,0.68791027080484,0.13192375632348924,0.20033316775117593,0.09361771406409254,0.04014953740630715,0.24758061179875993,0.20607797709554818,0.04906891658199735,0.10279521268903272,0.11812068057450305,0.1356625160823176,0.0789972701121447,0.1486029487332776,0.19523667863961883,0.06054876847105273,0.11188198302229008,0.1215176669057377,0.20611482854673976,0.030568251174318824,0.3988464193428865,0.5569662633695005,0.24982555149704425,0.12160964873150726,0.17333373928773646,0.22954614195220913,0.15238947236228403,0.23064052718425337,0.16115152405609132,0.18723257385543826,0.22056501830238015,0.1868792849438956
6033.54,0.8275,0.5547402813709961,0.09945447362037205,0.18757357399916333,0.156688982107193,0.22073627303012702,0.244511239463738,0.12324583934312384,0.06512076032392913,0.15426724378968118,0.13201637688441215,0.07622915554794989,0.044452287742983425,0.030742171830876915,0.12243720897796344,0.08379287776634567,0.10817014953303893,0.29118710148530563,0.3098339889251179,0.1680843871967471,0.08861269589528135,0.11901328748242426,0.14009602649714714,0.11002394614503817,0.0527737418119407,0.1600278790358441,0.2139878221226992,0.2434118878169284,0.20277382012182227,0.11973278951577984,0.0885826997468767,0.20454079192611305
6275.1,1.135,0.7958826421478439,0.14625489311487586,0.18008868384440416,0.06605147556980838,0.2088692240730972,0.19477277954974556,0.09028768169348755,0.18853145749614317,0.2525273129891924,0.1301669531262444,0.1404358594844469,0.22026016845398297,0.05671314969971991,0.1376924675336146,0.12858085480386347,0.054875569473127134,0.2598351934804519,0.35718588750311997,0.27230850722594646,0.14990179001586024,0.2215442290494426,0.3137242509603415,0.32176003996215663,0.17629662194545861,0.13125354098432115,0.10624057746493079,0.06472088387573018,0.16727061268410243,0.14066733638592988,0.1268572331901349,0.09834707248385335
4529.832,0.9384375,0.6468194710989298,0.09470462923235365,0.2195305748443229,0.12008818765516553,0.08778764447653489,0.09166539112288691,0.07446121304939698,0.16067704191681412,0.3094857780755998,0.42086378822458936,0.28422546820941746,0.1436633749074256,0.19626092993176067,0.07006009117574902,0.06911141647353684,0.06419042106303707,0.1410097071329822,0.17413036262480464,0.10894656401506432,0.0910572909038856,0.10798889767807308,0.2491260152955418,0.24588523943029766,0.06850437313312445,0.1107320491030194,0.1434142663617114,0.11094089529752676,0.17596438856811736,0.20067413317900992,0.16386303557238263,0.32172533805524284
6227.82,1.223125,0.614009023377534,0.22350324307669917,0.19181634638196657,0.3762628120044883,0.07315411956405281,0.38864690120657236,0.16402357644927162,0.4011574997127211,0.29088368967957484,0.2866104404579981,0.20072184119125866,0.05396961287358133,0.15365692147727295,0.4110944947849651,0.27127978201895675,0.3310863392870506,0.215176688949951,0.12171030681162984,0.17134952742828136,0.1755035984465327,0.023152842665639387,0.18726502584184845,0.15633301593854626,0.19264504548323624,0.19225975836465062,0.27760978658016544,0.17406998191808912,0.0579428737729583,0.16036085467685332,0.07635648958588327,0.039673864330455465
6085.8,0.8796875,0.5590996674602255,0.07892352854574564,0.17247376617879925,0.10780704726496435,0.19113826744358636,0.2895322838759334,0.14050364406258814,0.11294188462280486,0.1375302838599642,0.1083846131771749,0.11227329832842778,0.08784477018861146,0.04055157543368634,0.1575686633353269,0.11702136735984445,0.1382045161391262,0.3229981839012287,0.30706294713672877,0.14001093790669203,0.06259988350936184,0.09231487627475886,0.13531431697532764,0.1324192443579939,0.0333686474905566,0.1777151389100163,0.2027394716377609,0.24526667990976217,0.21229862722150164,0.12187829033142876,0.08310209205474936,0.20766076939048836
