response,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
6098.04,168.01875,62.93335755683429,42.33096613396822,13.12931382076548,31.114230218747412,10.724294523493024,13.576152619575625,22.24919292653284,19.225655263540432,12.146085664232716,15.547047074592781,4.2143981288570735,21.386241336891928,18.921498290662473,18.661164412362435,13.079524559243994
15368.34,207.22499999999997,78.25735363899624,42.75654293766514,20.906255324948496,25.676902052610277,35.10717553561691,23.326058300371667,28.644642805128555,19.1523701209537,18.4232338978617,19.898263096325664,6.3650977436077,23.27438199460208,42.25840962995365,16.689208067990034,23.25900477649814
11455.44,193.72500000000002,64.96881941038676,70.31997557721633,17.071445875718005,24.538831270782023,25.927244112406303,6.691613347776154,16.556278218765105,27.66462655630832,2.906887793242099,11.7483501836928,5.204372503746865,26.74021685334827,24.02297634287869,2.441615978176735,1.3823068547744177
10565.22,192.54999999999998,84.08257220902703,30.79095264115291,8.212211655917095,21.871235609128984,34.9822064103667,35.78003364717277,11.044503010076337,18.620032894707776,4.786645681172822,23.862384249520495,8.359440324136223,15.855450259452372,4.057353085048478,28.47005963438959,15.093040114186744
11390.4,165.98125,65.17627705366681,41.35655658325562,6.458471172577125,18.326348584119422,29.96787679473235,15.876914274466333,20.69649004496556,23.547230629364886,16.21201556576539,19.324988395003192,30.48919178590185,8.156105501300496,27.977971359033152,20.385129089123154,32.71501393002968
9458.58,199.16875,68.67391777160195,44.73014563746245,24.0768154136295,15.73312564794667,35.87706677492681,16.697536259948947,22.082475708840654,38.28506613632134,11.3150282426851,18.836774939950303,13.257968759549945,12.607677144142084,13.180638677542227,15.572659782797208,8.138276870645605
15426.8399999999,200.40625,100.10673816675246,27.46436680191316,18.428201037327117,22.66125127023957,13.337014677881497,5.344635501581645,23.055065677559533,7.764967904795227,12.16577704464945,20.278719222651844,16.346520853420635,15.556739503895576,16.98694208616231,16.473926534498496,8.95343382040905
11769.36,231.8875,102.83404861256372,30.394589361467677,12.743058373774044,14.153477374546426,23.964759849779956,18.759715312493345,19.470132716855026,33.86204203270973,3.716996038349629,29.17961635865456,13.508999377790111,10.137778206204867,20.331638865660377,7.832592680824033,22.372722540183187
15416.46,216.85000000000002,91.44293987448519,46.07585576137008,14.530275564048061,23.86623892087839,15.257420617912269,10.76004633429295,4.726923809439194,29.486354100244412,9.788773028584409,30.178528175974975,5.685901237363541,9.149264780382588,25.70873407807225,11.739486503811559,22.78047054713202
11325.72,172.2375,89.04149632314578,19.881981820749317,6.07156400665021,31.474858158206125,20.723487313016424,24.67648121993973,12.461620324836854,23.369173739137636,31.0102733373421,12.979928818145059,15.822641042894098,26.38741160896243,13.370958762272569,19.246237199963076,8.895052010184308
6661.38,154.6625,94.1919519564715,6.663125092966422,15.65841493022164,27.54212601644214,16.638623358141547,23.83451983730204,12.928695547454295,17.504445863836988,6.029489106532154,23.25919538220683,9.00501134069914,25.977584341974925,16.133949028524263,9.100522418689218,11.689808309078044
9836.04,180.65625,80.68660091833405,30.408792922814218,20.605649975802056,35.18836765267284,27.78928417940793,22.447127929622205,35.13630753576175,14.698954310171178,24.249334319568828,14.55387543246546,18.750419191713227,24.531417051718137,11.262857938039323,15.307343069091276,14.988999553974923
4970.298,154.10625,68.51149752464865,31.424437881810842,27.178775843904415,31.282218459101795,6.746731274576025,4.135117292875514,21.864307599992156,16.952079748883314,23.030865325626348,13.724732603397328,7.269987608919066,14.162817036240728,30.55528545840278,21.287544891358788,21.032388984920143
11184.3,195.55,91.6928361784482,47.682613571817214,29.557845284519,30.153811596176496,9.542954130045926,25.101780711723098,13.37304057160204,16.70703678469046,2.5571327719590173,13.014394931589182,14.630129100187093,17.771702998651865,21.492067630394203,14.472898988314185,8.355181715547406
13294.08,235.86875,87.01927702158166,57.21430495758539,9.75704092979984,22.902895496570782,23.24659357132924,11.72359774583718,5.975169887884108,24.048837842243024,13.700779336503984,6.0124135943567545,17.141345876358578,11.710897158124059,24.722274120570784,18.38303506319391,27.482720807857135
11505.12,150.79999999999998,76.3118386738834,26.651456371719526,20.42907406106018,19.909687655034812,25.287663664575103,32.32166265007075,13.974445510307064,32.29755457074111,29.616057679713023,27.78444435823729,16.441866102816824,21.283630593227148,8.114340789915769,9.811024972212005,30.63562942718432
13184.82,155.4375,90.50198974685489,10.886621503063326,22.90349650764961,18.243286680631304,16.845146656742113,35.97623934336899,28.25746675390075,24.56167142368369,31.814184898520217,15.141577410971435,7.9710556931221666,9.729216172863072,12.44439203331158,32.609434922507134,31.76373047440209
9829.5,190.66875,82.39373558395653,36.31402417438885,16.9329605649029,23.152329213505812,27.02402665235956,10.587256881970804,9.856058960235748,29.139310459626525,2.2842628932337776,8.19224192938256,23.840808677000712,12.040551746678595,29.806871673193342,14.06406878885091,12.921386013599474
10228.8,172.68125,66.49538284367259,57.21671358949005,3.5844207710580247,52.18153681716079,11.766443548240991,12.742296226009335,23.54372325653216,1.6056662363330771,10.631829596875182,22.777669522782766,15.287906953082945,17.105032513102465,4.705646575192226,3.4007536323271412,21.878884063899946
5913.5459999999985,109.85625,71.55540822051074,21.760686537102337,13.772600115674482,27.389123710618872,30.207245528701307,10.19484728440954,17.55523753099694,14.786006105859013,19.781294210428346,9.601977405502812,20.35112066790827,10.986086905236764,12.30465199617366,11.941463328912162,25.582452617420923
11346.18,185.95,73.87439274333043,23.749874304351266,22.754441394585758,11.398523422120844,8.137107679230597,36.71995630031189,6.514636839279045,34.29933148947658,4.491510326005939,1.0061379816229943,13.58296131635577,5.00434886327508,37.71912790210138,40.10753549761736,26.40088050175842
12592.62,199.2625,96.94165995627098,32.559179347462695,19.71815625238672,21.674064491625238,32.34334254535212,16.739859011390042,4.460917266755706,24.33613086801187,17.686770648902208,18.734139817686227,2.957065463406733,21.997295792048387,10.256943611818649,14.814179129804172,14.022751322925052
15324.3,202.20000000000002,83.4748033630049,36.45187708309645,20.604704100321605,39.96686056530556,24.014591236697488,15.957270720231058,32.40397277440666,4.120499438781657,8.601651527772946,2.6100760628139446,43.67483319859847,19.2704086698602,30.526418188387428,5.8817713085779255,13.064260686037844
8477.34,175.98125,89.55893398183103,35.16906603961053,35.17546174293217,19.70893650517824,18.867288419442982,35.456047639078406,19.31848202787112,22.023135030292575,1.9237679995653678,13.053858895025675,10.995173729776964,20.552879815486985,17.490260889530273,3.744733490607096,21.763324031451578
15347.52,172.275,65.63346846060658,44.07223749863116,11.104454639021062,19.835721451308835,11.69231592019091,25.796156156303915,23.509757852481734,39.89877132350068,17.533670168177828,37.2560720848573,34.046861251278905,20.242967871734773,24.00219931821577,23.959139482288354,31.277134481901722
8446.8,184.775,82.7410661757068,43.47355653327145,20.611110156671522,23.676611918608128,28.44675738536366,30.18517307004346,30.190176674274728,12.887024118274937,9.9021168017862,37.36248839349244,9.018807556655938,25.44842366052608,12.096014031697479,17.682732965413376,18.296931996811917
15121.98,221.9375,86.55290025370837,54.09984586843297,4.932291997503515,28.649308883401513,26.753940349085312,5.067523019575988,14.20929567395287,18.3248230721336,19.26076076855384,14.38604456175596,15.543511527183203,1.081263961043455,23.827185667445963,3.1689188732176916,6.719188028375009
9040.62,165.925,99.32110147911186,12.75536416173066,22.66793264124405,18.408375944339944,17.905285989434912,12.231326908333745,12.99508826626695,26.266615277286874,6.5722330142629675,18.358435954468547,6.230793913968434,24.58326364301221,10.560693290215292,31.021595807901058,13.59762894678148
10186.02,155.05624999999998,87.34441784615699,24.25855237866028,43.02099886745821,7.240925182670549,14.152362598356788,11.807273940175484,17.221511499641693,23.977496774319455,13.080204967520197,11.155169483362727,18.260790321919618,31.523416683062244,17.337950612733223,14.779614969304886,12.873992503936138
13877.64,190.05624999999998,63.7765012700855,61.15458120427368,12.39829261453808,42.87889072054754,16.95358297369102,8.012310253490904,36.83837346683063,9.96484641439596,8.048633574580178,4.539595432818688,33.08287256568452,27.97414033442925,28.332992823591844,15.56633383902685,7.959765147708008
9604.5,182.21249999999998,101.78816258635574,23.964987669581035,34.71831786180726,24.202815931004505,23.713075387965482,21.12957245749835,17.531958629033312,22.08396795471774,17.169641144794724,15.598549578176383,13.368950679388938,12.948519983377038,5.922576307911586,10.701526050864432,11.219108252559824
14935.68,210.33125,89.82586828720794,41.94599585408689,17.205506627166915,24.639457177127362,21.49027121165889,21.91655264706248,51.24033392977607,15.734159941429988,30.090814290715592,8.059411035767845,8.23639462486261,23.902720360693408,15.255649164705973,18.69694532227144,17.09325247384702
9184.98,209.07500000000002,81.26948118319042,54.583123342986404,13.688056749704417,18.365067586431522,25.176873113231718,9.126885278100607,28.029075874764793,20.98000536224907,8.867806772982007,20.568365857910205,10.894574041563873,14.409575116768778,6.938359158177323,13.467968932986029,16.15139864410865
15294.9,169.67499999999998,77.50697683081376,47.16796412932157,35.33664578128832,22.436195677342383,13.860095083679258,15.957976374384412,8.955493954141083,4.433898186133727,19.60798635659063,9.426396022441295,18.517623314009775,2.5568104697068876,7.970739789454295,17.191017507923302,6.990660185789338
11666.82,197.41249999999997,91.95729870505546,25.894384888316676,9.998888463617321,27.533659838286404,24.191259299159736,14.105180118458767,29.95824246701494,8.204881359593205,10.255995868879822,8.451441356917831,13.196258176393805,16.402131558414407,7.918775817483511,10.978532532726362,20.920858242472345
13057.08,206.95,80.17026550546744,50.01733795719257,10.794068799000474,25.97997471950201,30.06263662613208,24.83288419130695,25.545415820099528,13.484076256829757,8.721239220107128,11.383920157607802,17.630594492122793,14.290424279007123,4.957152884780307,10.986389455245558,13.465092899997396
11740.26,193.45625,86.95273550622676,22.07274177748019,11.892493634687401,10.514017411006769,20.981865457856074,24.666419128000285,24.790326275017318,37.217920855583806,22.180468178649576,7.485805222155736,46.79973585172398,28.407809507352834,32.0134192020634,8.462289244196764,29.7114441301233
11664.84,170.91875,82.61647488819901,31.192659313798384,24.822081739501805,32.24007715838574,26.73065638229011,29.523376336631202,19.569582365276943,25.213383877665052,39.70991559828955,22.811436164018595,16.218899474227133,1.57896420045997,3.745831323426464,15.895083076343358,9.509521744216151
6772.14,161.0,96.35841181021303,13.242432797434967,19.896953358273993,22.46384650649463,19.097129470054387,19.726984767584756,22.655837785171588,25.718117398052286,18.321182855358494,18.79022289577872,13.662680085651626,12.45954604440501,6.306515319766744,12.42919975750051,4.925056030873648
11202.9,194.24374999999998,78.71699536540349,38.38056142296291,9.798610360716674,7.887571030788397,27.12448107678017,18.8311844198177,14.95721178153792,23.54095915234763,11.846623630910782,9.124554077378804,14.448097206674364,16.290892435936946,15.396137340263744,45.61648323077938,12.390615635766071
13307.34,166.75,95.6983293907485,15.961582326357874,25.665896119663863,34.100534548513245,38.33889100236976,13.243741997375967,24.326533838982318,9.810075337376366,7.806916199980689,24.855996274613517,17.44517210951043,27.212857939872,13.043728913907927,13.17855784000051,11.040658124414835
9450.84,150.26874999999998,73.75048403185846,41.99646821105224,45.99791813680121,13.20669764640046,3.98569736528034,14.15389355579722,3.6312993678247913,11.054137022513332,9.023798267131697,6.725460741928783,23.57153617197395,4.340265303130733,27.433302112716472,6.180016308070323,24.73495266986003
